,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,CrimeId,callDateTime,Priority,CallDescription,CallId
114800,2015-05-23 00:00:00,09:06:00,1F,100 S AUGUSTA AV,HOMICIDE,Outside,FIREARM,843.0,SOUTHWESTERN,Irvington,-76.68482,39.284690000000005,"(39.2846900000, -76.6848200000)",Alley,1,114800,2015-05-23 00:10:00,Medium,UNFOUNDED,
114803,2015-05-23 00:00:00,09:00:00,4E,300 E MADISON ST,COMMON ASSAULT,I,HANDS,312.0,EASTERN,Penn-Fallsway,-76.61041999999999,39.29883,"(39.2988300000, -76.6104200000)",ROW/TOWNHO,1,114803,2015-05-23 05:07:00,Low,OTHER,
114817,2015-05-23 00:00:00,05:55:00,5B,300 SCOTT ST,BURGLARY,I,,931.0,SOUTHERN,Barre Circle,-76.62889,39.28471,"(39.2847100000, -76.6288900000)",ROW/TOWNHO,1,114817,2015-05-23 06:06:00,Medium,ATTEMPT,
114823,2015-05-23 00:00:00,04:00:00,4E,2900 MCELDERRY ST,COMMON ASSAULT,I,HANDS,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57565,39.29797,"(39.2979700000, -76.5756500000)",ROW/TOWNHO,1,114823,2015-05-24 11:39:00,Medium,COMMON ASSAULT,
114831,2015-05-23 00:00:00,01:00:00,6E,300 DOLPHIN ST,LARCENY,O,,132.0,CENTRAL,Madison Park,-76.62387,39.30375,"(39.3037500000, -76.6238700000)",STREET,1,114831,2015-05-23 10:53:00,Low,LARCENY F/AUTO,
114836,2015-05-23 00:00:00,00:15:00,5E,3700 N CHARLES ST,BURGLARY,I,,541.0,NORTHERN,Tuscany-Canterbury,-76.61806999999999,39.33385,"(39.3338500000, -76.6180700000)",OTHER - IN,1,114836,2015-05-24 01:48:00,Non-Emergency,Private Tow,
114838,2015-05-23 00:00:00,00:00:00,7A,1500 W LEXINGTON ST,AUTO THEFT,O,,711.0,WESTERN,Franklin Square,-76.64154,39.29077,"(39.2907700000, -76.6415400000)",STREET,1,114838,2015-05-23 08:26:00,Medium,AUTO THEFT,
114579,2015-05-24 00:00:00,23:00:00,6D,5600 PLYMOUTH RD,LARCENY FROM AUTO,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.57134,39.35893,"(39.3589300000, -76.5713400000)",STREET,1,114579,2015-05-25 15:03:00,Low,LARCENY F/AUTO,
114581,2015-05-24 00:00:00,23:00:00,6D,5000 ROSS RD,LARCENY FROM AUTO,O,,426.0,NORTHEASTERN,Waltherson,-76.56272,39.3451,"(39.3451000000, -76.5627200000)",STREET,1,114581,2015-05-25 20:06:00,Low,LARCENY F/AUTO,
114584,2015-05-24 00:00:00,22:29:00,4E,400 S VINCENT ST,COMMON ASSAULT,I,HANDS,935.0,SOUTHERN,New Southwest/Mount Clare,-76.64273,39.28289,"(39.2828900000, -76.6427300000)",ROW/TOWNHO,1,114584,2015-05-24 22:23:00,Medium,COMMON ASSAULT,
114590,2015-05-24 00:00:00,21:30:00,6D,7000 HARFORD RD,LARCENY FROM AUTO,O,,424.0,NORTHEASTERN,North Harford Road,-76.54883000000001,39.366929999999996,"(39.3669300000, -76.5488300000)",DRIVEWAY,1,114590,2015-05-25 04:50:00,Low,LARCENY F/AUTO,
114596,2015-05-24 00:00:00,21:00:00,5A,500 W PRATT ST,BURGLARY,I,,941.0,SOUTHERN,Downtown West,-76.62239,39.28622,"(39.2862200000, -76.6223900000)",APT/CONDO,1,114596,2015-05-25 19:17:00,Medium,BURGLARY,
114597,2015-05-24 00:00:00,20:14:00,9S,2100 HOLLINS ST,SHOOTING,Outside,FIREARM,842.0,SOUTHWESTERN,Boyd-Booth,-76.65021,39.28703,"(39.2870300000, -76.6502100000)",Street,1,114597,2015-05-24 20:15:00,High,RA POLICE,
114598,2015-05-24 00:00:00,20:14:00,9S,2100 HOLLINS ST,SHOOTING,Outside,FIREARM,842.0,SOUTHWESTERN,Boyd-Booth,-76.65021,39.28703,"(39.2870300000, -76.6502100000)",Street,1,114598,2015-05-24 20:15:00,High,RA POLICE,
114599,2015-05-24 00:00:00,20:14:00,4A,2100 HOLLINS ST,AGG. ASSAULT,O,FIREARM,842.0,SOUTHWESTERN,Boyd-Booth,-76.65021,39.28703,"(39.2870300000, -76.6502100000)",STREET,1,114599,2015-05-24 20:15:00,High,RA POLICE,
114600,2015-05-24 00:00:00,20:14:00,4A,2100 HOLLINS ST,AGG. ASSAULT,O,FIREARM,842.0,SOUTHWESTERN,Boyd-Booth,-76.65021,39.28703,"(39.2870300000, -76.6502100000)",STREET,1,114600,2015-05-24 20:15:00,High,RA POLICE,
114610,2015-05-24 00:00:00,19:00:00,7B,1600 PENTWOOD RD,AUTO THEFT,I,,413.0,NORTHEASTERN,Stonewood-Pentwood-Winsto,-76.58726999999999,39.34782,"(39.3478200000, -76.5872700000)",CAR LOT-NE,1,114610,2015-05-24 10:58:00,Medium,FAMILY DISTURB,
114612,2015-05-24 00:00:00,19:00:00,6D,6600 PIONEER DR,LARCENY FROM AUTO,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.57273,39.36703,"(39.3670300000, -76.5727300000)",STREET,1,114612,2015-05-25 09:33:00,Low,LARCENY F/AUTO,
114615,2015-05-24 00:00:00,17:53:00,4E,100 S CALHOUN ST,COMMON ASSAULT,I,HANDS,933.0,SOUTHERN,Union Square,-76.63943,39.28583,"(39.2858300000, -76.6394300000)",CONVENIENC,1,114615,2015-05-24 17:49:00,Medium,COMMON ASSAULT,
114624,2015-05-24 00:00:00,16:00:00,6D,1100 S HANOVER ST,LARCENY FROM AUTO,O,,942.0,SOUTHERN,Sharp-Leadenhall,-76.61554,39.27653,"(39.2765300000, -76.6155400000)",PARKING LO,1,114624,2015-05-25 17:30:00,Medium,DISORDERLY,
114625,2015-05-24 00:00:00,16:00:00,6G,6600 REISTERSTOWN RD,LARCENY,I,,632.0,NORTHWESTERN,Glen,-76.70348,39.357079999999996,"(39.3570800000, -76.7034800000)",FAST FOOD,1,114625,2015-05-25 10:53:00,Low,LARCENCY,
114628,2015-05-24 00:00:00,15:55:00,9S,2300 E PRESTON ST,SHOOTING,Outside,FIREARM,331.0,EASTERN,Broadway East,-76.58511999999999,39.30576,"(39.3057600000, -76.5851200000)",Street,1,114628,2015-05-24 15:59:00,Medium,Lab Request,
114629,2015-05-24 00:00:00,15:55:00,9S,2300 E PRESTON ST,SHOOTING,Outside,FIREARM,331.0,EASTERN,Broadway East,-76.58511999999999,39.30576,"(39.3057600000, -76.5851200000)",Street,1,114629,2015-05-24 15:59:00,Medium,Lab Request,
114638,2015-05-24 00:00:00,14:00:00,4E,1400 BLOOMINGDALE RD,COMMON ASSAULT,O,HANDS,813.0,SOUTHWESTERN,Rosemont,-76.6663,39.30355,"(39.3035500000, -76.6663000000)",STREET,1,114638,2015-05-25 11:56:00,Medium,COMMON ASSAULT,
114650,2015-05-24 00:00:00,12:49:00,4C,1400 E COLD SPRING LN,AGG. ASSAULT,I,OTHER,413.0,NORTHEASTERN,New Northwood,-76.59356,39.345929999999996,"(39.3459300000, -76.5935600000)",RETAIL/SMA,1,114650,2015-05-24 12:46:00,Medium,COMMON ASSAULT,
114651,2015-05-24 00:00:00,12:00:00,6D,3900 KIMBLE RD,LARCENY FROM AUTO,O,,412.0,NORTHEASTERN,Ednor Gardens-Lakeside,-76.60104,39.33522,"(39.3352200000, -76.6010400000)",STREET,1,114651,2015-05-25 15:28:00,Low,LARCENY F/AUTO,
114665,2015-05-24 00:00:00,10:00:00,7A,800 MANGOLD ST,AUTO THEFT,O,,932.0,SOUTHERN,Washington Village/Pigtow,-76.62738,39.28118,"(39.2811800000, -76.6273800000)",STREET,1,114665,2015-05-25 02:23:00,Low,DESTRUCT PROPTY,
114669,2015-05-24 00:00:00,08:40:00,6D,400 AISQUITH ST,LARCENY FROM AUTO,O,,312.0,EASTERN,Oldtown,-76.60179000000001,39.29509,"(39.2950900000, -76.6017900000)",STREET,1,114669,2015-05-24 07:36:00,Low,DESTRUCT PROPTY,
114670,2015-05-24 00:00:00,08:00:00,5A,3600 FORDS LN,BURGLARY,I,,632.0,NORTHWESTERN,Glen,-76.69768,39.358990000000006,"(39.3589900000, -76.6976800000)",APT/CONDO,1,114670,2015-05-24 12:04:00,Low,LARCENCY,
114671,2015-05-24 00:00:00,08:00:00,7A,500 SCOTT ST,AUTO THEFT,O,,932.0,SOUTHERN,Washington Village/Pigtow,-76.62876,39.28239,"(39.2823900000, -76.6287600000)",STREET,1,114671,2015-05-24 18:49:00,Medium,AUTO THEFT,
114679,2015-05-24 00:00:00,04:20:00,4E,2300 E MONUMENT ST,COMMON ASSAULT,O,HANDS,221.0,EASTERN,McElderry Park,-76.58445999999999,39.29872,"(39.2987200000, -76.5844600000)",STREET,1,114679,2015-05-24 03:50:00,Medium,COMMON ASSAULT,
114681,2015-05-24 00:00:00,04:00:00,3AF,1100 W MULBERRY ST,ROBBERY - STREET,O,FIREARM,713.0,WESTERN,Harlem Park,-76.63575,39.29331,"(39.2933100000, -76.6357500000)",STREET,1,114681,2015-05-24 04:33:00,High,ROBBERY ARMED,
114687,2015-05-24 00:00:00,02:00:00,6D,300 KERNEWAY,LARCENY FROM AUTO,O,,521.0,NORTHERN,Kernewood,-76.61350999999999,39.34724,"(39.3472400000, -76.6135100000)",STREET,1,114687,2015-05-24 11:56:00,Low,LARCENY F/AUTO,
114691,2015-05-24 00:00:00,01:20:00,4C,0 CHERRY HILL RD,AGG. ASSAULT,O,OTHER,922.0,SOUTHERN,Middle Branch/Reedbird Pa,-76.61681,39.25266,"(39.2526600000, -76.6168100000)",STREET,1,114691,2015-05-24 19:57:00,Low,HIT AND RUN,
114693,2015-05-24 00:00:00,01:00:00,7A,900 STOLL ST,AUTO THEFT,O,,913.0,SOUTHERN,Brooklyn,-76.5996,39.23062,"(39.2306200000, -76.5996000000)",STREET,1,114693,2015-05-24 20:13:00,Medium,AUTO THEFT,
114438,2015-05-25 00:00:00,23:30:00,4B,4700 WAKEFIELD RD,AGG. ASSAULT,I,KNIFE,641.0,NORTHWESTERN,West Forest Park,-76.6952,39.31862,"(39.3186200000, -76.6952000000)",APT/CONDO,1,114438,2015-05-26 01:16:00,High,AGGRAV ASSAULT,
114453,2015-05-25 00:00:00,22:30:00,6J,300 S MOUNT ST,LARCENY,O,,935.0,SOUTHERN,New Southwest/Mount Clare,-76.64348000000001,39.28365,"(39.2836500000, -76.6434800000)",YARD,1,114453,2015-05-25 23:12:00,Low,LARCENCY,
114456,2015-05-25 00:00:00,22:21:00,4F,400 JASPER ST,ASSAULT BY THREAT,I,,111.0,CENTRAL,Downtown,-76.62194000000001,39.2943,"(39.2943000000, -76.6219400000)",APT/CONDO,1,114456,2015-05-25 21:50:00,Medium,COMMON ASSAULT,
114462,2015-05-25 00:00:00,21:50:00,4F,600 MOSHER ST,ASSAULT BY THREAT,I,,123.0,CENTRAL,Upton,-76.63417,39.30088,"(39.3008800000, -76.6341700000)",ROW/TOWNHO,1,114462,2015-05-25 21:47:00,Medium,COMMON ASSAULT,
114463,2015-05-25 00:00:00,21:00:00,5A,5600 WAYCREST LN,BURGLARY,I,,521.0,NORTHERN,North Roland Park/Poplar,-76.64148,39.36801,"(39.3680100000, -76.6414800000)",OTHER - IN,1,114463,2015-05-26 12:35:00,Medium,BURGLARY,
114464,2015-05-25 00:00:00,21:00:00,6J,900 WATSON ST,LARCENY,I,,211.0,SOUTHEASTERN,Jonestown,-76.60369,39.28974,"(39.2897400000, -76.6036900000)",ROW/TOWNHO,1,114464,2015-05-25 23:09:00,Low,LARCENCY,
114481,2015-05-25 00:00:00,19:00:00,7A,3700 CHESHOLM RD,AUTO THEFT,O,,812.0,SOUTHWESTERN,Fairmont,-76.68164,39.30986,"(39.3098600000, -76.6816400000)",STREET,1,114481,2015-05-26 14:00:00,Medium,AUTO THEFT,
114488,2015-05-25 00:00:00,17:55:00,5C,200 E PRESTON ST,BURGLARY,I,,141.0,CENTRAL,Mid-Town Belvedere,-76.61253,39.30467,"(39.3046700000, -76.6125300000)",APT/CONDO,1,114488,2015-05-26 09:46:00,Medium,BURGLARY,
114494,2015-05-25 00:00:00,17:00:00,7A,3300 FALLS RD,AUTO THEFT,O,,531.0,NORTHERN,Hampden,-76.63385,39.328309999999995,"(39.3283100000, -76.6338500000)",STREET,1,114494,2015-05-25 21:34:00,Medium,AUTO THEFT,
114503,2015-05-25 00:00:00,14:15:00,6C,3500 BOSTON ST,LARCENY,I,,233.0,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.2770500000, -76.5669400000)",DEPARTMENT,1,114503,2015-05-25 21:44:00,Medium,DISORDERLY,
114507,2015-05-25 00:00:00,13:45:00,7A,4000 WALRAD ST,AUTO THEFT,O,,833.0,SOUTHWESTERN,Irvington,-76.68214,39.28005,"(39.2800500000, -76.6821400000)",STREET,1,114507,2015-05-26 09:37:00,Low,RECOVERED VEH,
114511,2015-05-25 00:00:00,12:57:00,4E,3600 HILLSDALE RD,COMMON ASSAULT,I,HANDS,622.0,NORTHWESTERN,Howard Park,-76.69389,39.33169,"(39.3316900000, -76.6938900000)",ROW/TOWNHO,1,114511,2015-05-25 12:47:00,Medium,COMMON ASSAULT,
114525,2015-05-25 00:00:00,11:06:00,4E,1100 SEABOARD CT,COMMON ASSAULT,I,HANDS,913.0,SOUTHERN,Brooklyn,-76.59756999999999,39.227140000000006,"(39.2271400000, -76.5975700000)",ROW/TOWNHO,1,114525,2015-05-25 11:11:00,Medium,COMMON ASSAULT,
114552,2015-05-25 00:00:00,01:45:00,9S,5300 ST GEORGES AV,SHOOTING,Outside,FIREARM,524.0,NORTHERN,Kenilworth Park,-76.60139000000001,39.3528,"(39.3528000000, -76.6013900000)",,1,114552,2015-05-25 01:47:00,High,SHOOTING,
114553,2015-05-25 00:00:00,01:45:00,1F,5300 ST GEORGES AV,HOMICIDE,Outside,FIREARM,524.0,NORTHERN,Kenilworth Park,-76.60139000000001,39.3528,"(39.3528000000, -76.6013900000)",,1,114553,2015-05-25 01:47:00,High,SHOOTING,
114554,2015-05-25 00:00:00,01:45:00,9S,5300 ST GEORGES AV,SHOOTING,Outside,FIREARM,524.0,NORTHERN,Kenilworth Park,-76.60139000000001,39.3528,"(39.3528000000, -76.6013900000)",,1,114554,2015-05-25 01:47:00,High,SHOOTING,
114561,2015-05-25 00:00:00,00:29:00,1F,800 W FAYETTE ST,HOMICIDE,Outside,FIREARM,712.0,WESTERN,Poppleton,-76.62956,39.290079999999996,"(39.2900800000, -76.6295600000)",,1,114561,2015-05-25 00:29:00,High,SHOOTING,
114562,2015-05-25 00:00:00,00:29:00,9S,800 W FAYETTE ST,SHOOTING,Outside,FIREARM,712.0,WESTERN,Poppleton,-76.62956,39.290079999999996,"(39.2900800000, -76.6295600000)",,1,114562,2015-05-25 00:29:00,High,SHOOTING,
114567,2015-05-25 00:00:00,00:29:00,4A,800 W FAYETTE ST,AGG. ASSAULT,O,FIREARM,712.0,WESTERN,Poppleton,-76.62956,39.290079999999996,"(39.2900800000, -76.6295600000)",STREET,1,114567,2015-05-25 00:29:00,High,SHOOTING,
114568,2015-05-25 00:00:00,00:29:00,4A,800 W FAYETTE ST,AGG. ASSAULT,O,FIREARM,712.0,WESTERN,Poppleton,-76.62956,39.290079999999996,"(39.2900800000, -76.6295600000)",STREET,1,114568,2015-05-25 00:29:00,High,SHOOTING,
114572,2015-05-25 00:00:00,00:01:00,6D,100 S PRESIDENT ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Jonestown,-76.60464,39.2882,"(39.2882000000, -76.6046400000)",STREET,1,114572,2015-05-25 13:38:00,Low,LARCENY F/AUTO,
114573,2015-05-25 00:00:00,00:01:00,6D,5100 REISTERSTOWN RD,LARCENY FROM AUTO,O,,613.0,NORTHWESTERN,Langston Hughes,-76.68263,39.34235,"(39.3423500000, -76.6826300000)",PARKING LO,1,114573,2015-05-26 00:07:00,Non-Emergency,TOWED VEHICLE,
114574,2015-05-25 00:00:00,00:01:00,6E,5100 REISTERSTOWN RD,LARCENY,O,,613.0,NORTHWESTERN,Langston Hughes,-76.68263,39.34235,"(39.3423500000, -76.6826300000)",PARKING LO,1,114574,2015-05-26 00:07:00,Non-Emergency,TOWED VEHICLE,
114261,2015-05-26 00:00:00,23:30:00,6D,1000 TUNBRIDGE RD,LARCENY FROM AUTO,O,,523.0,NORTHERN,Cameron Village,-76.5994,39.355920000000005,"(39.3559200000, -76.5994000000)",STREET,1,114261,2015-05-26 23:11:00,Low,LARCENY F/AUTO,
114265,2015-05-26 00:00:00,23:12:00,4A,1000 N MOUNT ST,AGG. ASSAULT,O,FIREARM,743.0,WESTERN,Sandtown-Winchester,-76.64448,39.30035,"(39.3003500000, -76.6444800000)",STREET,1,114265,2015-05-27 16:37:00,High,CUTTING,
114279,2015-05-26 00:00:00,22:00:00,6E,1200 N WOODINGTON RD,LARCENY,O,,844.0,SOUTHWESTERN,Edmondson Village,-76.68714,39.301520000000004,"(39.3015200000, -76.6871400000)",STREET,1,114279,2015-05-27 15:47:00,Low,LARCENY F/AUTO,
114282,2015-05-26 00:00:00,21:00:00,6B,2500 WINCHESTER ST,LARCENY,I,,723.0,WESTERN,Bridgeview/Greenlawn,-76.65746999999999,39.3015,"(39.3015000000, -76.6574700000)",APT/CONDO,1,114282,2015-05-26 20:33:00,Low,LARCENCY,
114287,2015-05-26 00:00:00,20:00:00,6E,300 S BENTALOU ST,LARCENY,O,,841.0,SOUTHWESTERN,Millhill,-76.65265,39.28355,"(39.2835500000, -76.6526500000)",ALLEY,1,114287,2015-05-27 14:35:00,Low,LARCENY F/AUTO,
114289,2015-05-26 00:00:00,20:00:00,6E,2700 PROSPECT ST,LARCENY,O,,721.0,WESTERN,Mosher,-76.66216999999999,39.29869,"(39.2986900000, -76.6621700000)",STREET,1,114289,2015-05-27 13:55:00,Low,LARCENY F/AUTO,
114297,2015-05-26 00:00:00,19:00:00,6E,900 S BOULDIN ST,LARCENY,O,,232.0,SOUTHEASTERN,Canton,-76.57051,39.28226,"(39.2822600000, -76.5705100000)",STREET,1,114297,2015-05-27 08:13:00,Low,LARCENY F/AUTO,
114319,2015-05-26 00:00:00,17:15:00,6D,2500 QUEEN ANNE RD,LARCENY FROM AUTO,O,,641.0,NORTHWESTERN,Windsor Hills,-76.68606,39.31479,"(39.3147900000, -76.6860600000)",STREET,1,114319,2015-05-26 18:19:00,Low,LARCENY F/AUTO,
114336,2015-05-26 00:00:00,10:15:00,6B,2300 MACE ST,LARCENY,I,,514.0,NORTHERN,Old Goucher,-76.61891,39.31525,"(39.3152500000, -76.6189100000)",UNKNOWN,1,114336,2015-05-26 10:53:00,Low,LARCENCY,
114340,2015-05-26 00:00:00,14:00:00,7A,1500 SHADYSIDE RD,AUTO THEFT,O,,412.0,NORTHEASTERN,Hillen,-76.5931,39.33849,"(39.3384900000, -76.5931000000)",STREET,1,114340,2015-05-27 21:39:00,Medium,AUTO THEFT,
114346,2015-05-26 00:00:00,13:10:00,5B,3000 THORNDALE AV,BURGLARY,I,,532.0,NORTHERN,Cylburn,-76.66832,39.34738,"(39.3473800000, -76.6683200000)",APT/CONDO,1,114346,2015-05-26 12:12:00,Medium,BURGLARY,
114350,2015-05-26 00:00:00,13:00:00,6C,600 E PRATT ST,LARCENY,I,,112.0,CENTRAL,Inner Harbor,-76.60774,39.28676,"(39.2867600000, -76.6077400000)",DEPARTMENT,1,114350,2015-05-26 13:12:00,Low,LARCENCY,
114355,2015-05-26 00:00:00,12:00:00,7A,1100 N BENTALOU ST,AUTO THEFT,O,,723.0,WESTERN,Bridgeview/Greenlawn,-76.65359000000001,39.30167,"(39.3016700000, -76.6535900000)",STREET,1,114355,2015-05-26 11:43:00,Medium,AUTO THEFT,
114369,2015-05-26 00:00:00,10:00:00,5B,6600 BUSHEY ST,BURGLARY,I,,243.0,SOUTHEASTERN,Graceland Park,-76.53412,39.2836,"(39.2836000000, -76.5341200000)",ROW/TOWNHO,1,114369,2015-05-26 17:05:00,Medium,ATTEMPTED,
114385,2015-05-26 00:00:00,09:00:00,6D,0 ALBEMARLE ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Jonestown,-76.60473,39.29009,"(39.2900900000, -76.6047300000)",PARKING LO,1,114385,2015-05-26 19:39:00,Low,LARCENY F/AUTO,
114396,2015-05-26 00:00:00,06:47:00,7A,1200 W 40TH ST,AUTO THEFT,,,531.0,NORTHERN,Hampden,-76.63688,39.336859999999994,"(39.3368600000, -76.6368800000)",,1,114396,2015-05-26 06:41:00,Medium,AUTO THEFT,
114399,2015-05-26 00:00:00,06:35:00,3AO,400 N GLOVER ST,ROBBERY - STREET,O,OTHER,221.0,SOUTHEASTERN,McElderry Park,-76.58003000000001,39.29613,"(39.2961300000, -76.5800300000)",STREET,1,114399,2015-05-26 13:52:00,Non-Emergency,Foot  Patrol,
114401,2015-05-26 00:00:00,06:00:00,6D,0 ALBEMARLE ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Jonestown,-76.60425,39.28927,"(39.2892700000, -76.6042500000)",STREET,1,114401,2015-05-26 19:39:00,Low,LARCENY F/AUTO,
114413,2015-05-26 00:00:00,02:45:00,6B,800 N HOWARD ST,LARCENY,O,,142.0,CENTRAL,Mount Vernon,-76.62006,39.29849,"(39.2984900000, -76.6200600000)",STREET,1,114413,2015-05-26 02:34:00,Low,LARCENCY,
114086,2015-05-27 00:00:00,23:30:00,7A,1000 BAYARD ST,AUTO THEFT,O,,932.0,SOUTHERN,Washington Village/Pigtow,-76.63808,39.28066,"(39.2806600000, -76.6380800000)",STREET,1,114086,2015-05-28 07:49:00,Low,DESTRUCT PROPTY,
114090,2015-05-27 00:00:00,23:00:00,7A,3900 FORDLEIGH RD,AUTO THEFT,O,,632.0,NORTHWESTERN,Glen,-76.69863000000001,39.35581,"(39.3558100000, -76.6986300000)",STREET,1,114090,2015-05-28 06:04:00,Medium,AUTO THEFT,
114096,2015-05-27 00:00:00,22:35:00,6D,6600 BELAIR RD,LARCENY FROM AUTO,O,,445.0,NORTHEASTERN,Cedmont,-76.53094,39.3545,"(39.3545000000, -76.5309400000)",PARKING LO,1,114096,2015-05-27 21:58:00,Low,LARCENY F/AUTO,
114097,2015-05-27 00:00:00,22:31:00,3CK,1800 MCHENRY ST,ROBBERY - COMMERCIAL,O,KNIFE,934.0,SOUTHERN,Carrollton Ridge,-76.6451,39.28433,"(39.2843300000, -76.6451000000)",STREET,1,114097,2015-05-27 02:23:00,Medium,DISORDERLY,
114100,2015-05-27 00:00:00,22:30:00,7A,3000 THORNDALE AV,AUTO THEFT,O,,532.0,NORTHERN,Cylburn,-76.66832,39.34738,"(39.3473800000, -76.6683200000)",STREET,1,114100,2015-05-28 09:47:00,Medium,AUTO THEFT,
114111,2015-05-27 00:00:00,21:30:00,4C,3700 E BALTIMORE ST,AGG. ASSAULT,O,OTHER,223.0,SOUTHEASTERN,Baltimore Highlands,-76.56622,39.292629999999996,"(39.2926300000, -76.5662200000)",STREET,1,114111,2015-05-27 18:36:00,Medium,COMMON ASSAULT,
114113,2015-05-27 00:00:00,21:30:00,4C,3700 E BALTIMORE ST,AGG. ASSAULT,O,OTHER,223.0,SOUTHEASTERN,Baltimore Highlands,-76.56622,39.292629999999996,"(39.2926300000, -76.5662200000)",STREET,1,114113,2015-05-27 18:36:00,Medium,COMMON ASSAULT,
114122,2015-05-27 00:00:00,20:30:00,6C,6300 YORK RD,LARCENY,I,,522.0,NORTHERN,Cedarcroft,-76.60984,39.370670000000004,"(39.3706700000, -76.6098400000)",DRUG STORE,1,114122,2015-05-27 20:17:00,Low,INVOL DETENTION,
114123,2015-05-27 00:00:00,20:30:00,7A,900 ASHBURTON ST,AUTO THEFT,O,,721.0,WESTERN,Mosher,-76.66163,39.29825,"(39.2982500000, -76.6616300000)",STREET,1,114123,2015-05-28 05:34:00,Medium,ATTEMPT,
114124,2015-05-27 00:00:00,20:20:00,4E,1200 N POTOMAC ST,COMMON ASSAULT,O,HANDS,332.0,EASTERN,Berea,-76.57567,39.30534,"(39.3053400000, -76.5756700000)",STREET,1,114124,2015-05-27 20:05:00,Medium,COMMON ASSAULT,
114126,2015-05-27 00:00:00,20:15:00,6F,600 S BRADFORD ST,LARCENY,O,,232.0,SOUTHEASTERN,Canton,-76.58349,39.28471,"(39.2847100000, -76.5834900000)",YARD,1,114126,2015-05-27 23:00:00,Low,BIKE LARCENY,
114150,2015-05-27 00:00:00,18:00:00,7A,3700 LABYRINTH RD,AUTO THEFT,O,,631.0,NORTHWESTERN,Fallstaff,-76.7031,39.36249,"(39.3624900000, -76.7031000000)",STREET,1,114150,2015-05-28 08:57:00,Medium,AUTO THEFT,
114151,2015-05-27 00:00:00,18:00:00,6D,200 N EDGEWOOD ST,LARCENY FROM AUTO,O,,843.0,SOUTHWESTERN,Allendale,-76.67593000000001,39.29047,"(39.2904700000, -76.6759300000)",STREET,1,114151,2015-05-28 16:20:00,Low,LARCENY F/AUTO,
114157,2015-05-27 00:00:00,17:00:00,6D,2100 DRUID PARK DR,LARCENY FROM AUTO,O,,533.0,NORTHERN,Woodberry,-76.64851999999999,39.33201,"(39.3320100000, -76.6485200000)",STREET,1,114157,2015-05-28 11:08:00,Low,LARCENY F/AUTO,
114160,2015-05-27 00:00:00,16:43:00,6C,3500 BOSTON ST,LARCENY,I,,233.0,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.2770500000, -76.5669400000)",DEPARTMENT,1,114160,2015-05-28 18:36:00,Low,AUTO ACCIDENT,
114161,2015-05-27 00:00:00,16:43:00,3D,3500 BOSTON ST,ROBBERY - COMMERCIAL,I,,233.0,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.2770500000, -76.5669400000)",RETAIL/SMA,1,114161,2015-05-28 18:36:00,Low,AUTO ACCIDENT,
114165,2015-05-27 00:00:00,16:24:00,4E,1200 N COLLINGTON AV,COMMON ASSAULT,I,HANDS,331.0,EASTERN,Broadway East,-76.58708,39.30492,"(39.3049200000, -76.5870800000)",OTHER/RESI,1,114165,2015-05-28 16:14:00,Medium,COMMON ASSAULT,
114168,2015-05-27 00:00:00,16:00:00,4E,0 S GREENE ST,COMMON ASSAULT,O,HANDS,121.0,CENTRAL,University Of Maryland,-76.62366999999999,39.28829,"(39.2882900000, -76.6236700000)",STREET,1,114168,2015-05-28 01:15:00,Medium,COMMON ASSAULT,
114171,2015-05-27 00:00:00,15:45:00,6C,3500 BOSTON ST,LARCENY,I,,233.0,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.2770500000, -76.5669400000)",DEPARTMENT,1,114171,2015-05-28 18:36:00,Low,AUTO ACCIDENT,
114172,2015-05-27 00:00:00,15:45:00,6C,3500 BOSTON ST,LARCENY,I,,233.0,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.2770500000, -76.5669400000)",DEPARTMENT,1,114172,2015-05-28 18:36:00,Low,AUTO ACCIDENT,
114176,2015-05-27 00:00:00,15:00:00,6C,300 W 29TH ST,LARCENY,I,,511.0,NORTHERN,Remington,-76.62227,39.322140000000005,"(39.3221400000, -76.6222700000)",FAST FOOD,1,114176,2015-05-27 14:58:00,Low,LARCENCY,
114183,2015-05-27 00:00:00,13:45:00,6E,1500 HOMESTEAD ST,LARCENY,O,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59767,39.32225,"(39.3222500000, -76.5976700000)",STREET,1,114183,2015-05-27 15:37:00,Low,LARCENY F/AUTO,
