,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,CrimeId,callDateTime,Priority,CallDescription,CallId
127278,2015-02-05 00:00:00,17:20:00,5A,3200 NORTHWAY DR,BURGLARY,I,,424.0,NORTHEASTERN,North Harford Road,-76.5453,39.36189,"(39.3618900000, -76.5453000000)",OTHER/RESI,1,127278,2015-02-05 22:43:00,Medium,Burglary,
127280,2015-02-05 00:00:00,17:00:00,6G,1700 W LEXINGTON ST,LARCENY,,,711.0,WESTERN,Franklin Square,-76.64403,39.290690000000005,"(39.2906900000, -76.6440300000)",,1,127280,2015-02-06 15:35:00,Low,Larceny,
127289,2015-02-05 00:00:00,16:00:00,5A,700 N LUZERNE AV,BURGLARY,I,,323.0,EASTERN,Madison-Eastend,-76.58086999999999,39.29933,"(39.2993300000, -76.5808700000)",UNKNOWN,1,127289,2015-02-06 10:48:00,Medium,Burglary,
127301,2015-02-05 00:00:00,14:00:00,5A,5600 GOVANE AV,BURGLARY,I,,523.0,NORTHERN,Mid-Govans,-76.60715,39.35791,"(39.3579100000, -76.6071500000)",ROW/TOWNHO,1,127301,2015-02-05 17:18:00,Low,RECOVERED VEH,
127306,2015-02-05 00:00:00,13:30:00,6A,400 W BALTIMORE ST,LARCENY,O,,111.0,CENTRAL,Downtown,-76.62100000000001,39.28933,"(39.2893300000, -76.6210000000)",STREET,1,127306,2015-02-06 12:33:00,Low,Traffic Stop,
127307,2015-02-05 00:00:00,13:22:00,4E,5000 MORAVIA RD,COMMON ASSAULT,I,HANDS,443.0,NORTHEASTERN,Frankford,-76.55074,39.324729999999995,"(39.3247300000, -76.5507400000)",SCHOOL,1,127307,2015-02-06 13:02:00,Out of Service,Common Assault,
127309,2015-02-05 00:00:00,13:00:00,6D,700 W MONUMENT ST,LARCENY FROM AUTO,O,,143.0,CENTRAL,Seton Hill,-76.62262,39.29785,"(39.2978500000, -76.6226200000)",STREET,1,127309,2015-02-05 17:07:00,Low,Larceny f/Auto,
127313,2015-02-05 00:00:00,12:53:00,7A,5600 LOTHIAN RD,AUTO THEFT,O,,523.0,NORTHERN,Cameron Village,-76.60195,39.35881,"(39.3588100000, -76.6019500000)",STREET,1,127313,2015-02-05 12:48:00,Medium,Auto Theft,
127314,2015-02-05 00:00:00,12:40:00,4E,3300 E BALTIMORE ST,COMMON ASSAULT,I,HANDS,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57059,39.29247,"(39.2924700000, -76.5705900000)",ROW/TOWNHO,1,127314,2015-02-05 12:43:00,Medium,Common Assault,
127318,2015-02-05 00:00:00,12:00:00,5A,2200 SIDNEY AV,BURGLARY,I,,921.0,SOUTHERN,Westport,-76.63279,39.26328,"(39.2632800000, -76.6327900000)",ROW/TOWNHO,1,127318,2015-02-06 14:32:00,Medium,Burglary,
127322,2015-02-05 00:00:00,11:26:00,5A,7100 MARLBOROUGH DR,BURGLARY,I,,423.0,NORTHEASTERN,Hamilton Hills,-76.55854000000001,39.37153,"(39.3715300000, -76.5585400000)",ROW/TOWNHO,1,127322,2015-02-05 11:17:00,Medium,Burglary,
127323,2015-02-05 00:00:00,10:40:00,4D,1000 WEBB CT,AGG. ASSAULT,I,HANDS,312.0,EASTERN,Oldtown,-76.6034,39.30069,"(39.3006900000, -76.6034000000)",ROW/TOWNHO,1,127323,2015-02-05 09:36:00,Medium,Common Assault,
127324,2015-02-05 00:00:00,10:30:00,6G,3500 HILLEN RD,LARCENY,I,,412.0,NORTHEASTERN,Ednor Gardens-Lakeside,-76.58896,39.33255,"(39.3325500000, -76.5889600000)",SCHOOL,1,127324,2015-02-06 12:51:00,Medium,911/No Voice,
127326,2015-02-05 00:00:00,10:15:00,7A,4000 W STRATHMORE AV,AUTO THEFT,O,,632.0,NORTHWESTERN,Glen,-76.69776999999999,39.354890000000005,"(39.3548900000, -76.6977700000)",STREET,1,127326,2015-02-05 20:37:00,Medium,Auto Theft,
127330,2015-02-05 00:00:00,08:30:00,4E,6200 WALTHER AV,COMMON ASSAULT,,HANDS,425.0,NORTHEASTERN,Glenham-Belhar,-76.54278000000001,39.35176,"(39.3517600000, -76.5427800000)",,1,127330,2015-02-06 21:04:00,Medium,911/No Voice,
127331,2015-02-05 00:00:00,08:30:00,6G,1100 COVINGTON ST,LARCENY,I,,943.0,SOUTHERN,Riverside,-76.60701,39.2771,"(39.2771000000, -76.6070100000)",SCHOOL,1,127331,2015-02-05 13:39:00,Out of Service,Other,
127334,2015-02-05 00:00:00,08:15:00,6G,5200 BELAIR RD,LARCENY,I,,443.0,NORTHEASTERN,Frankford,-76.55320999999999,39.336999999999996,"(39.3370000000, -76.5532100000)",ROW/TOWNHO,1,127334,2015-02-06 06:57:00,Low,Larceny,
127335,2015-02-05 00:00:00,08:00:00,7A,6100 DUNROMING RD,AUTO THEFT,I,,522.0,NORTHERN,Glen Oaks,-76.59628000000001,39.36848,"(39.3684800000, -76.5962800000)",UNKNOWN,1,127335,2015-02-05 07:40:00,Medium,Auto Theft,
127336,2015-02-05 00:00:00,07:30:00,7A,6200 PIONEER DR,AUTO THEFT,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.57217,39.36202,"(39.3620200000, -76.5721700000)",STREET,1,127336,2015-02-05 07:23:00,Medium,Auto Theft,
127337,2015-02-05 00:00:00,07:30:00,5A,1000 N ARLINGTON AV,BURGLARY,I,,743.0,WESTERN,Sandtown-Winchester,-76.63592,39.30085,"(39.3008500000, -76.6359200000)",ROW/TOWNHO,1,127337,2015-02-05 15:09:00,Medium,Burglary,
127338,2015-02-05 00:00:00,05:50:00,7A,3800 MONTEREY RD,AUTO THEFT,O,,412.0,NORTHEASTERN,Ednor Gardens-Lakeside,-76.59792,39.335,"(39.3350000000, -76.5979200000)",STREET,1,127338,2015-02-05 05:50:00,Medium,Auto Theft,
127347,2015-02-05 00:00:00,00:22:00,4A,1100 WHITMORE AV,AGG. ASSAULT,I,FIREARM,723.0,WESTERN,Bridgeview/Greenlawn,-76.65815,39.30069,"(39.3006900000, -76.6581500000)",APT/CONDO,1,127347,2015-02-05 00:19:00,High,*BY THREAT,
127142,2015-02-06 00:00:00,22:40:00,7A,200 N MOUNT ST,AUTO THEFT,O,,711.0,WESTERN,Franklin Square,-76.64397,39.290729999999996,"(39.2907300000, -76.6439700000)",STREET,1,127142,2015-02-06 22:54:00,Medium,Auto Theft,
127145,2015-02-06 00:00:00,22:10:00,4C,1600 HAZEL ST,AGG. ASSAULT,O,OTHER,911.0,SOUTHERN,Curtis Bay,-76.58835,39.226079999999996,"(39.2260800000, -76.5883500000)",STREET,1,127145,2015-02-06 22:23:00,High,Aggrav Assault,
127146,2015-02-06 00:00:00,22:10:00,4E,1600 HAZEL ST,COMMON ASSAULT,O,HANDS,911.0,SOUTHERN,Curtis Bay,-76.58835,39.226079999999996,"(39.2260800000, -76.5883500000)",STREET,1,127146,2015-02-06 22:23:00,High,Aggrav Assault,
127157,2015-02-06 00:00:00,21:00:00,6D,5500 WALTHER AV,LARCENY FROM AUTO,O,,425.0,NORTHEASTERN,Glenham-Belhar,-76.55277,39.34718,"(39.3471800000, -76.5527700000)",STREET,1,127157,2015-02-07 06:38:00,Low,Larceny f/Auto,
127163,2015-02-06 00:00:00,19:50:00,5A,3400 W STRATHMORE AV,BURGLARY,I,,632.0,NORTHWESTERN,Cross Country,-76.69269,39.360820000000004,"(39.3608200000, -76.6926900000)",ROW/TOWNHO,1,127163,2015-02-07 10:26:00,Non-Emergency,*5G,
127164,2015-02-06 00:00:00,19:40:00,6B,5700 EDGEPARK RD,LARCENY,O,,415.0,NORTHEASTERN,Loch Raven,-76.57594,39.35767,"(39.3576700000, -76.5759400000)",STREET,1,127164,2015-02-07 09:02:00,Low,Other,
127168,2015-02-06 00:00:00,18:00:00,6D,3800 SOUTHWESTERN BD,LARCENY FROM AUTO,O,,832.0,SOUTHWESTERN,Violetville,-76.68338,39.267990000000005,"(39.2679900000, -76.6833800000)",PARKING LO,1,127168,2015-02-07 07:34:00,Low,Larceny f/Auto,
127169,2015-02-06 00:00:00,18:00:00,6E,3800 SOUTHWESTERN BD,LARCENY,O,,832.0,SOUTHWESTERN,Violetville,-76.68338,39.267990000000005,"(39.2679900000, -76.6833800000)",YARD,1,127169,2015-02-07 07:34:00,Low,Larceny f/Auto,
127171,2015-02-06 00:00:00,18:00:00,6J,100 S POPPLETON ST,LARCENY,O,,931.0,SOUTHERN,Hollins Market,-76.63194,39.286229999999996,"(39.2862300000, -76.6319400000)",PORCH/DECK,1,127171,2015-02-06 22:14:00,Low,Larceny,
127176,2015-02-06 00:00:00,17:40:00,7A,1500 BURNWOOD RD,AUTO THEFT,I,,415.0,NORTHEASTERN,Perring Loch,-76.5888,39.35388,"(39.3538800000, -76.5888000000)",ROW/TOWNHO,1,127176,2015-02-06 17:34:00,Medium,Auto Theft,
127181,2015-02-06 00:00:00,16:28:00,6D,400 W MADISON ST,LARCENY FROM AUTO,O,,143.0,CENTRAL,Seton Hill,-76.62154,39.29842,"(39.2984200000, -76.6215400000)",STREET,1,127181,2015-02-06 21:19:00,Low,Larceny f/Auto,
127183,2015-02-06 00:00:00,16:15:00,6D,300 S EDEN ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Little Italy,-76.59846,39.28725,"(39.2872500000, -76.5984600000)",STREET,1,127183,2015-02-07 17:16:00,Low,Larceny f/Auto,
127184,2015-02-06 00:00:00,16:00:00,6B,200 W LOMBARD ST,LARCENY,O,,111.0,CENTRAL,Downtown,-76.61793,39.28767,"(39.2876700000, -76.6179300000)",STREET,1,127184,2015-02-06 16:13:00,High,Robbery Unarmed,
127185,2015-02-06 00:00:00,16:00:00,3B,700 E NORTHERN PW,ROBBERY - STREET,O,,522.0,NORTHERN,Evesham Park,-76.60644,39.364709999999995,"(39.3647100000, -76.6064400000)",STREET,1,127185,2015-02-06 16:03:00,High,Robbery Unarmed,
127189,2015-02-06 00:00:00,14:40:00,6J,300 S BEECHFIELD AV,LARCENY,I,,833.0,SOUTHWESTERN,Yale Heights,-76.69400999999999,39.28082,"(39.2808200000, -76.6940100000)",SCHOOL,1,127189,2015-02-07 00:04:00,Low,Traffic Stop,
127195,2015-02-06 00:00:00,14:20:00,4E,3800 PIEDMONT AV,COMMON ASSAULT,I,HANDS,641.0,NORTHWESTERN,Garwyn Oaks,-76.68092,39.31602,"(39.3160200000, -76.6809200000)",SCHOOL,1,127195,2015-02-06 15:22:00,Out of Service,Common Assault,
127198,2015-02-06 00:00:00,13:00:00,5F,100 S EUTAW ST,BURGLARY,I,,113.0,CENTRAL,Downtown West,-76.62083,39.287240000000004,"(39.2872400000, -76.6208300000)",OTHER - IN,1,127198,2015-02-06 18:23:00,Low,Larceny,
127201,2015-02-06 00:00:00,12:00:00,7C,4700 FREDERICK AV,AUTO THEFT,O,,822.0,SOUTHWESTERN,Tremont,-76.69399,39.28145,"(39.2814500000, -76.6939900000)",PARKING LO,1,127201,2015-02-07 23:06:00,Medium,Common Assault,
127203,2015-02-06 00:00:00,11:30:00,5A,3400 PARKLAWN AV,BURGLARY,I,,432.0,NORTHEASTERN,Belair-Edison,-76.5755,39.32435,"(39.3243500000, -76.5755000000)",ROW/TOWNHO,1,127203,2015-02-06 11:13:00,Medium,Burglary,
127213,2015-02-06 00:00:00,10:00:00,5A,1900 E HOFFMAN ST,BURGLARY,I,,331.0,EASTERN,Broadway East,-76.59082,39.30655,"(39.3065500000, -76.5908200000)",VACANT BUI,1,127213,2015-02-06 09:48:00,Medium,Burglary,
127214,2015-02-06 00:00:00,10:00:00,7A,2700 W BELVEDERE AV,AUTO THEFT,O,,532.0,NORTHWESTERN,Levindale,-76.66811,39.35263,"(39.3526300000, -76.6681100000)",ALLEY,1,127214,2015-02-07 11:57:00,Medium,Auto Theft,
127217,2015-02-06 00:00:00,09:00:00,5A,400 CALVIN AV,BURGLARY,I,,512.0,NORTHERN,Oakenshawe,-76.61073,39.33021,"(39.3302100000, -76.6107300000)",ROW/TOWNHO,1,127217,2015-02-06 18:20:00,Medium,Burglary,
127218,2015-02-06 00:00:00,09:00:00,5A,400 N MILTON AV,BURGLARY,I,,221.0,SOUTHEASTERN,McElderry Park,-76.58215,39.29583,"(39.2958300000, -76.5821500000)",ROW/TOWNHO,1,127218,2015-02-06 23:21:00,Medium,Burglary,
127219,2015-02-06 00:00:00,08:10:00,5A,4400 ELDONE RD,BURGLARY,I,,833.0,SOUTHWESTERN,Yale Heights,-76.69082,39.27668,"(39.2766800000, -76.6908200000)",OTHER/RESI,1,127219,2015-02-06 16:03:00,Medium,Burglary,
127220,2015-02-06 00:00:00,08:00:00,6J,2700 HOLLINS FERRY RD,LARCENY,I,,923.0,SOUTHERN,Lakeland,-76.6443,39.25797,"(39.2579700000, -76.6443000000)",ROW/TOWNHO,1,127220,2015-02-06 14:58:00,Low,Larceny,
127224,2015-02-06 00:00:00,07:49:00,7A,6100 PARKWAY DR,AUTO THEFT,O,,522.0,NORTHERN,Lake Walker,-76.60218,39.36825,"(39.3682500000, -76.6021800000)",STREET,1,127224,2015-02-06 07:45:00,Medium,Auto Theft,
127225,2015-02-06 00:00:00,07:45:00,5A,2600 HAMILTON AV,BURGLARY,I,,423.0,NORTHEASTERN,Hamilton Hills,-76.56483,39.35542,"(39.3554200000, -76.5648300000)",ROW/TOWNHO,1,127225,2015-02-06 17:35:00,Medium,Burglary,
127226,2015-02-06 00:00:00,07:00:00,6D,3000 WILKENS AV,LARCENY FROM AUTO,O,,832.0,SOUTHWESTERN,Gwynns Falls,-76.66519,39.275909999999996,"(39.2759100000, -76.6651900000)",STREET,1,127226,2015-02-07 00:18:00,Low,Larceny f/Auto,
127228,2015-02-06 00:00:00,07:00:00,5A,1700 E PRESTON ST,BURGLARY,I,,331.0,EASTERN,Broadway East,-76.59307,39.305440000000004,"(39.3054400000, -76.5930700000)",ROW/TOWNHO,1,127228,2015-02-06 21:33:00,Low,Traffic Stop,
127232,2015-02-06 00:00:00,03:00:00,4B,2400 WOODBROOK AV,AGG. ASSAULT,I,KNIFE,733.0,WESTERN,Penn North,-76.64138,39.31062,"(39.3106200000, -76.6413800000)",ROW/TOWNHO,1,127232,2015-02-06 03:11:00,High,Cutting,
127233,2015-02-06 00:00:00,03:00:00,6D,2400 W PATAPSCO AV,LARCENY FROM AUTO,I,,923.0,SOUTHERN,Lakeland,-76.64918,39.25181,"(39.2518100000, -76.6491800000)",ROW/TOWNHO,1,127233,2015-02-07 16:15:00,Low,Larceny f/Auto,
127234,2015-02-06 00:00:00,01:45:00,4E,2100 BRUNT ST,COMMON ASSAULT,I,HANDS,131.0,CENTRAL,Druid Heights,-76.63829,39.3073,"(39.3073000000, -76.6382900000)",ROW/TOWNHO,1,127234,2015-02-07 01:02:00,Medium,Common Assault,
127235,2015-02-06 00:00:00,01:35:00,4E,0 N ELLAMONT ST,COMMON ASSAULT,I,HANDS,842.0,SOUTHWESTERN,Carroll-South Hilton,-76.67041,39.286159999999995,"(39.2861600000, -76.6704100000)",ROW/TOWNHO,1,127235,2015-02-06 01:33:00,Medium,Common Assault,
127238,2015-02-06 00:00:00,01:00:00,4E,1700 LAMONT AV,COMMON ASSAULT,I,HANDS,343.0,EASTERN,Oliver,-76.60284,39.30981,"(39.3098100000, -76.6028400000)",UNKNOWN,1,127238,2015-02-06 01:00:00,Medium,Common Assault,
127242,2015-02-06 00:00:00,00:20:00,4E,2600 FEDERAL ST,COMMON ASSAULT,I,HANDS,332.0,EASTERN,Berea,-76.58023,39.309090000000005,"(39.3090900000, -76.5802300000)",ROW/TOWNHO,1,127242,2015-02-06 00:15:00,Medium,Common Assault,
127243,2015-02-06 00:00:00,00:15:00,6G,1500 W FAYETTE ST,LARCENY,I,,711.0,WESTERN,Franklin Square,-76.64157,39.289629999999995,"(39.2896300000, -76.6415700000)",ROW/TOWNHO,1,127243,2015-02-06 00:23:00,Medium,Family Disturb,
127044,2015-02-07 00:00:00,22:50:00,4E,0 N KENWOOD AV,COMMON ASSAULT,,HANDS,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57759,39.29265,"(39.2926500000, -76.5775900000)",,1,127044,2015-02-07 22:57:00,Medium,Common Assault,
127045,2015-02-07 00:00:00,22:46:00,4B,1100 RACE ST,AGG. ASSAULT,,KNIFE,942.0,SOUTHERN,Sharp-Leadenhall,-76.61662,39.27648,"(39.2764800000, -76.6166200000)",,1,127045,2015-02-07 23:30:00,High,Audible Alarm,
127046,2015-02-07 00:00:00,22:30:00,6D,4000 EVANS CHAPEL RD,LARCENY FROM AUTO,O,,541.0,NORTHERN,Roland Park,-76.63414,39.33782,"(39.3378200000, -76.6341400000)",STREET,1,127046,2015-02-07 23:20:00,Low,Larceny f/Auto,
127050,2015-02-07 00:00:00,21:59:00,7A,5500 WHITBY RD,AUTO THEFT,O,,441.0,NORTHEASTERN,Cedonia,-76.53084,39.3345,"(39.3345000000, -76.5308400000)",STREET,1,127050,2015-02-07 21:56:00,Medium,Auto Theft,
127051,2015-02-07 00:00:00,21:59:00,4E,2900 PRESBURY ST,COMMON ASSAULT,I,HANDS,813.0,SOUTHWESTERN,Northwest Community Actio,-76.66682,39.30715,"(39.3071500000, -76.6668200000)",ROW/TOWNHO,1,127051,2015-02-07 21:44:00,Medium,Common Assault,
127053,2015-02-07 00:00:00,21:45:00,6D,6200 EASTERN AV,LARCENY FROM AUTO,O,,242.0,SOUTHEASTERN,Pulaski Industrial Area,-76.54244,39.28751,"(39.2875100000, -76.5424400000)",PARKING LO,1,127053,2015-02-07 22:15:00,Low,Larceny f/Auto,
127054,2015-02-07 00:00:00,21:10:00,6D,400 W MONUMENT ST,LARCENY FROM AUTO,O,,143.0,CENTRAL,Seton Hill,-76.62182,39.297470000000004,"(39.2974700000, -76.6218200000)",STREET,1,127054,2015-02-07 21:43:00,Low,Larceny,
127069,2015-02-07 00:00:00,18:50:00,3BJ,200 DIENER PL,ROBBERY - CARJACKING,O,,843.0,SOUTHWESTERN,Irvington,-76.68804,39.28303,"(39.2830300000, -76.6880400000)",PARKING LO,1,127069,2015-02-07 18:35:00,Medium,Common Assault,
127078,2015-02-07 00:00:00,16:37:00,4E,1700 N GAY ST,COMMON ASSAULT,I,HANDS,331.0,EASTERN,Broadway East,-76.58745,39.30969,"(39.3096900000, -76.5874500000)",OTHER - IN,1,127078,2015-02-07 16:35:00,Medium,Common Assault,
127080,2015-02-07 00:00:00,15:00:00,6D,2600 WILKENS AV,LARCENY FROM AUTO,O,,841.0,SOUTHWESTERN,Millhill,-76.65666999999999,39.27879,"(39.2787900000, -76.6566700000)",STREET,1,127080,2015-02-07 15:21:00,Low,Larceny f/Auto,
127081,2015-02-07 00:00:00,15:00:00,6G,2900 REISTERSTOWN RD,LARCENY,I,,611.0,NORTHWESTERN,Liberty Square,-76.65451999999999,39.32103,"(39.3210300000, -76.6545200000)",APT/CONDO,1,127081,2015-02-07 08:15:00,Low,Larceny,
127085,2015-02-07 00:00:00,13:30:00,6D,300 S EDEN ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Little Italy,-76.59846,39.28725,"(39.2872500000, -76.5984600000)",STREET,1,127085,2015-02-07 17:16:00,Low,Larceny f/Auto,
127089,2015-02-07 00:00:00,13:00:00,7A,1600 E 29TH ST,AUTO THEFT,O,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59263,39.32458,"(39.3245800000, -76.5926300000)",STREET,1,127089,2015-02-07 12:29:00,Low,RECOVERED VEH,
127103,2015-02-07 00:00:00,11:19:00,4B,3200 W NORTH AV,AGG. ASSAULT,I,KNIFE,813.0,SOUTHWESTERN,Rosemont,-76.67132,39.3089,"(39.3089000000, -76.6713200000)",LIBRARY,1,127103,2015-02-07 11:17:00,High,Aggrav Assault,
127105,2015-02-07 00:00:00,10:50:00,4E,1200 W LOMBARD ST,COMMON ASSAULT,I,HANDS,931.0,SOUTHERN,Hollins Market,-76.63749,39.28655,"(39.2865500000, -76.6374900000)",ROW/TOWNHO,1,127105,2015-02-07 11:00:00,Medium,Common Assault,
127108,2015-02-07 00:00:00,10:00:00,7A,400 E 28TH ST,AUTO THEFT,O,,513.0,NORTHERN,Harwood,-76.61066,39.322179999999996,"(39.3221800000, -76.6106600000)",STREET,1,127108,2015-02-08 16:08:00,Medium,Auto Theft,
127109,2015-02-07 00:00:00,09:40:00,6D,3200 GARRISON BD,LARCENY FROM AUTO,O,,642.0,NORTHWESTERN,Concerned Citizens Of For,-76.68185,39.324529999999996,"(39.3245300000, -76.6818500000)",STREET,1,127109,2015-02-07 14:25:00,Low,Larceny f/Auto,
127112,2015-02-07 00:00:00,09:00:00,5A,400 DENISON ST,BURGLARY,I,,843.0,SOUTHWESTERN,Lower Edmondson Village,-76.67407,39.292609999999996,"(39.2926100000, -76.6740700000)",ROW/TOWNHO,1,127112,2015-02-07 11:41:00,Medium,Burglary,
127113,2015-02-07 00:00:00,09:00:00,6G,3000 GARRISON BD,LARCENY,I,,642.0,NORTHWESTERN,Forest Park,-76.67936,39.32192,"(39.3219200000, -76.6793600000)",SINGLE HOU,1,127113,2015-02-07 16:13:00,Medium,Disorderly,
127115,2015-02-07 00:00:00,08:20:00,6J,3300 FRISBY ST,LARCENY,I,,543.0,NORTHERN,Waverly,-76.60629,39.32905,"(39.3290500000, -76.6062900000)",ROW/TOWNHO,1,127115,2015-02-07 10:37:00,Low,Larceny,
127119,2015-02-07 00:00:00,02:00:00,6D,6600 HARFORD RD,LARCENY FROM AUTO,O,,424.0,NORTHEASTERN,Westfield,-76.55238,39.362770000000005,"(39.3627700000, -76.5523800000)",STREET,1,127119,2015-02-07 12:43:00,Low,Larceny f/Auto,
127121,2015-02-07 00:00:00,01:45:00,4E,1600 LANCASTER ST,COMMON ASSAULT,O,HANDS,213.0,SOUTHEASTERN,Fells Point,-76.595,39.282509999999995,"(39.2825100000, -76.5950000000)",STREET,1,127121,2015-02-07 01:50:00,Medium,Common Assault,
127122,2015-02-07 00:00:00,01:35:00,4E,4900 EASTERN AV,COMMON ASSAULT,I,HANDS,242.0,SOUTHEASTERN,Greektown,-76.55422,39.28706,"(39.2870600000, -76.5542200000)",HOSP/NURS.,1,127122,2015-02-07 01:48:00,Medium,*HEALTH CARE FAC,
127124,2015-02-07 00:00:00,01:30:00,7A,2000 N LONGWOOD ST,AUTO THEFT,O,,811.0,SOUTHWESTERN,Walbrook,-76.66759,39.31029,"(39.3102900000, -76.6675900000)",STREET,1,127124,2015-02-07 10:58:00,Low,Other,
127125,2015-02-07 00:00:00,01:13:00,7A,2100 BELAIR RD,AUTO THEFT,O,,434.0,NORTHEASTERN,Four By Four,-76.58015999999999,39.31593,"(39.3159300000, -76.5801600000)",STREET,1,127125,2015-02-07 01:09:00,Medium,Auto Theft,
127132,2015-02-07 00:00:00,00:01:00,4E,4700 HARFORD RD,COMMON ASSAULT,,HANDS,421.0,NORTHEASTERN,Lauraville,-76.56875,39.34317,"(39.3431700000, -76.5687500000)",,1,127132,2015-02-07 15:51:00,Medium,Disorderly,
127137,2015-02-07 00:00:00,00:00:00,5A,2900 CHERRYLAND RD,BURGLARY,I,,922.0,SOUTHERN,Cherry Hill,-76.62473,39.24879,"(39.2487900000, -76.6247300000)",ROW/TOWNHO,1,127137,2015-02-07 10:48:00,Medium,Burglary,
126980,2015-02-08 00:00:00,23:59:00,4A,1700 WADSWORTH WY,AGG. ASSAULT,,FIREARM,415.0,NORTHEASTERN,Loch Raven,-76.58009,39.3606,"(39.3606000000, -76.5800900000)",,1,126980,2015-02-08 23:57:00,High,Armed Person,
126984,2015-02-08 00:00:00,22:00:00,5B,1600 NORMAL AV,BURGLARY,I,,342.0,EASTERN,Darley Park,-76.59476,39.31588,"(39.3158800000, -76.5947600000)",ROW/TOWNHO,1,126984,2015-02-09 12:35:00,Low,Other,
126988,2015-02-08 00:00:00,20:30:00,7A,3600 KEYSTONE AV,AUTO THEFT,O,,533.0,NORTHERN,Woodberry,-76.64978,39.33242,"(39.3324200000, -76.6497800000)",STREET,1,126988,2015-02-08 23:56:00,Medium,Auto Theft,
126992,2015-02-08 00:00:00,19:30:00,4E,2100 BARCLAY ST,COMMON ASSAULT,I,HANDS,341.0,EASTERN,Barclay,-76.61111,39.31353,"(39.3135300000, -76.6111100000)",ROW/TOWNHO,1,126992,2015-02-09 17:33:00,Low,Subject stop,
126996,2015-02-08 00:00:00,19:00:00,4E,3600 PULASKI HW,COMMON ASSAULT,,HANDS,333.0,EASTERN,Orangeville,-76.56761,39.29634,"(39.2963400000, -76.5676100000)",,1,126996,2015-02-08 19:21:00,Medium,Common Assault,
127004,2015-02-08 00:00:00,17:00:00,5C,1400 N DUKELAND ST,BURGLARY,I,,813.0,SOUTHWESTERN,Northwest Community Actio,-76.6637,39.304390000000005,"(39.3043900000, -76.6637000000)",ROW/TOWNHO,1,127004,2015-02-08 20:00:00,Medium,Burglary,
127005,2015-02-08 00:00:00,16:30:00,6J,3600 EDMONDSON AV,LARCENY,I,,844.0,SOUTHWESTERN,Edgewood,-76.67755,39.29403,"(39.2940300000, -76.6775500000)",ROW/TOWNHO,1,127005,2015-02-08 22:54:00,Low,Traffic Stop,
127007,2015-02-08 00:00:00,16:00:00,6E,6000 MARIAN DR,LARCENY,O,,622.0,NORTHWESTERN,Seton Business Park,-76.71034,39.34867,"(39.3486700000, -76.7103400000)",STREET,1,127007,2015-02-09 18:51:00,Low,Larceny f/Auto,
127011,2015-02-08 00:00:00,13:30:00,6D,1700 ST PAUL ST,LARCENY FROM AUTO,O,,141.0,CENTRAL,Charles North,-76.61477,39.309020000000004,"(39.3090200000, -76.6147700000)",STREET,1,127011,2015-02-09 17:46:00,Low,Larceny f/Auto,
127012,2015-02-08 00:00:00,13:00:00,7A,4100 GLADDEN AV,AUTO THEFT,I,,432.0,NORTHEASTERN,Belair-Edison,-76.56557,39.314029999999995,"(39.3140300000, -76.5655700000)",ROW/TOWNHO,1,127012,2015-02-09 07:38:00,Medium,Auto Theft,
127016,2015-02-08 00:00:00,11:00:00,4E,500 S CENTRAL AV,COMMON ASSAULT,,HANDS,211.0,SOUTHEASTERN,Inner Harbor,-76.59911,39.284859999999995,"(39.2848600000, -76.5991100000)",,1,127016,2015-02-08 11:39:00,Medium,Common Assault,
127026,2015-02-08 00:00:00,07:00:00,6D,400 N STREEPER ST,LARCENY FROM AUTO,O,,221.0,SOUTHEASTERN,McElderry Park,-76.57722,39.29642,"(39.2964200000, -76.5772200000)",STREET,1,127026,2015-02-08 20:26:00,Low,Destruct Propty,
127027,2015-02-08 00:00:00,06:20:00,3P,2800 ELLICOTT DR,ROBBERY - STREET,O,,814.0,SOUTHWESTERN,Winchester,-76.66369,39.30251,"(39.3025100000, -76.6636900000)",STREET,1,127027,2015-02-08 10:56:00,Non-Emergency,Warrant Service,
127028,2015-02-08 00:00:00,06:00:00,4E,2400 WESTPORT ST,COMMON ASSAULT,I,HANDS,921.0,SOUTHERN,Westport,-76.63672,39.26168,"(39.2616800000, -76.6367200000)",ROW/TOWNHO,1,127028,2015-02-09 16:57:00,Non-Emergency,FOLLOW-UP,
127029,2015-02-08 00:00:00,05:00:00,4E,1500 SPRUCE ST,COMMON ASSAULT,I,HANDS,911.0,SOUTHERN,Curtis Bay,-76.58941,39.229820000000004,"(39.2298200000, -76.5894100000)",ROW/TOWNHO,1,127029,2015-02-08 21:18:00,Non-Emergency,Loud Music,
127033,2015-02-08 00:00:00,02:00:00,4E,1600 CLIFTVIEW AV,COMMON ASSAULT,,HANDS,342.0,EASTERN,Darley Park,-76.59518,39.31525,"(39.3152500000, -76.5951800000)",,1,127033,2015-02-08 02:33:00,Medium,Common Assault,
